0,0,8.1,0,170,26.9,0,0.31,baik
0,0,7.9,0,170,28,0,0.3,baik
0,0,8.3,0,170,27.8,0,0.23,baik
0,0,7.9,0,180,27.6,0,0.47,baik
0,0,7.7,0,170,27.9,0,0.38,baik
0,0,7.6,0,170,27.8,0,0.33,baik
0,0,7.7,0,170,28.2,0,0.37,baik
0,0,7.9,0,170,28.6,0,0.5,baik
0,0,7.8,0,170,28.7,0,0.45,baik
0,0,8,0,180,27.5,0,0.26,baik
0,0,8,0,170,28.2,0,0.36,baik
0,0,6.9,0,180,28,0,0,baik
0,0,6.7,0,160,27.7,0,0,baik
0,0,8.4,0,170,26.8,0,0.24,baik
0,0,7.5,0,210,29.6,0,0.3,baik
0,0,7.6,0,180,29.5,0,0.33,baik
0,0,7.4,0,180,29.3,0,0.31,baik
0,0,7.2,0,180,28,0,0.23,baik
0,0,7.3,0,210,29.3,0,0.2,baik
0,0,7.1,0,180,29.2,0,0.33,baik
0,0,7,0,180,29.3,0,0.4,baik
0,0,7,0,170,29.1,0,0.3,baik
0,0,6.6,0,180,29,0,0.2,baik
0,0,7.9,0,160,25.6,0,0.3,baik
0,0,8.1,0,180,27.6,0,0.2,baik
0,0,8.2,0,170,26.9,0,0.48,baik
0,0,8.4,0,170,27.3,0,0.34,baik
0,0,8.3,0,170,27.8,0,0.18,baik
0,0,8,0,160,27.6,0,0.3,baik
0,0,8.1,0,170,28.2,0,0.21,baik
0,0,8,0,170,28.3,0,0.18,baik
0,0,8.1,0,180,28.6,0,0.16,baik
0,0,8.3,0,180,29.4,0,0.25,baik
0,0,9.1,0,180,30.4,0,0.59,buruk
0,0,8.6,0,170,27.9,0,0.18,buruk
0,0,8.6,0,170,27.7,0,0.38,buruk
0,0,8.9,0,170,27.9,0,0.52,buruk
0,0,8.8,0,160,27.8,0,0.24,buruk
0,0,8.5,0,170,28.5,0,0.2,buruk
0,0,8.5,0,170,27.3,0,0.42,buruk
0,0,8.7,0,170,29,0,0.25,buruk
0,0,7.4,0,170,23.7,0,0.29,buruk
0,0,6.5,0,170,27.1,0,0.47,buruk
0,0,6.2,0,180,31.3,0,0.26,buruk
0,1,7,1,280,27.1,0,0.25,buruk
0,0,7.6,0,180,30.1,0,0.37,buruk
1,1,7.4,1,190,26.7,0,0.27,buruk
0,0,6.5,0,180,28.9,0,0.27,buruk
0,0,6.5,0,170,28.1,0,0.23,buruk
0,0,8.1,0,180,30.3,0,0.35,buruk
0,0,8.5,0,180,28,0,0.3,buruk
1,1,8,1,170,27,0,0.2,buruk
1,1,8.9,1,180,28,1,0.3,buruk
0,0,9.3,0,160,28.2,0,0.35,buruk
0,0,8.5,0,180,28.3,0,0.27,buruk
0,0,9,0,170,28.1,0,0.21,buruk
0,0,9.3,0,170,27.1,0,0.21,buruk
0,0,8.9,0,170,27.3,0,0.23,buruk
0,0,8.7,0,170,26.9,0,0.29,buruk
0,0,8.6,0,170,27,0,0.25,buruk
0,0,7.2,0,190,31,0,0.3,buruk
0,0,7.4,0,200,32.4,0,0.34,buruk
0,0,7.2,0,190,32.7,0,0.27,buruk
0,0,7.9,0,160,30.5,0,0.24,buruk
0,0,7.5,0,180,31.2,0,0.19,buruk
0,0,8.4,0,170,33.9,0,0.33,buruk
0,0,8.4,0,170,32.4,0,0.22,buruk
0,0,7.4,0,180,34,0,0.3,buruk
0,0,7.9,0,160,34.4,0,0.32,buruk
0,0,7.2,0,160,37.7,0,0.48,buruk
0,0,8.1,0,0,0,0,0,buruk
0,0,8.5,0,170,27.5,0,0.19,buruk
0,0,8.5,0,170,27.5,0,0.19,buruk
0,0,8.7,0,170,29.4,0,0.26,buruk
0,0,8.5,0,160,29.2,0,0.4,buruk
0,0,8.8,0,170,28.3,0,0.28,buruk
0,0,8.8,0,170,27.9,0,0.3,buruk
0,0,8.7,0,170,28.2,0,0.4,buruk
0,0,8.7,0,170,28.1,0,0.32,buruk
0,0,8.6,0,170,28.4,0,0.43,buruk
0,0,8.7,0,170,28.2,0,0.28,buruk
0,0,7.3,0,180,33.3,0,0.21,buruk
0,0,7.6,0,170,33.2,0,0.22,buruk
0,0,7.7,0,170,33.3,0,0.2,buruk
0,0,7.7,0,170,33.3,0,0.2,buruk
0,0,8.3,0,160,33.2,0,0.33,buruk
0,0,7.2,0,170,34.1,0,0.53,buruk
0,0,7.8,0,170,33.8,0,0.22,buruk
0,0,7.3,0,170,34,0,0.45,buruk
0,0,7.1,0,170,34.1,0,0.26,buruk
0,0,7.3,0,180,34.8,0,0.32,buruk
0,0,8.5,0,150,24.3,0,0.17,buruk
0,0,8.5,0,170,29.4,0,0.29,buruk
0,0,8.5,0,160,24.3,0,0.17,buruk
0,0,8.5,0,150,24,0,0.38,buruk
0,0,8.5,0,180,29.5,0,0.28,buruk
0,0,8.5,0,180,29.2,0,0.26,buruk
0,0,6.4,0,190,26.8,0,0.6,buruk
0,0,7.5,0,180,30.2,0,0.22,buruk
0,0,6.4,0,170,26.8,0,0.19,buruk
0,0,6.5,0,180,28,0,1.02,buruk
0,0,6.5,0,170,28,0,0.47,buruk
0,0,6.5,0,170,28,0,0.4,buruk
0,0,6.5,0,170,28.1,0,0.71,buruk
0,0,6.5,0,160,30,0,0.63,buruk
1,0,7,1,200,27.2,2,0.15,buruk
0,0,6.2,0,320,27.2,0,1.99,buruk
0,0,6.4,0,200,27.6,0,0.41,buruk
0,0,6.3,0,190,27.8,0,0.49,buruk
0,0,6.2,0,190,28.2,0,0.45,buruk
0,0,6.5,0,190,27.4,0,0.44,buruk
0,0,6,0,350,27.5,0,0.42,buruk
0,0,6,0,180,27.7,0,0.51,buruk
0,0,5.8,0,170,27.8,0,0.6,buruk
0,0,5.7,0,180,27.9,0,0.45,buruk
0,0,6,0,180,28,0,0.46,buruk
0,0,6.1,0,180,28.2,0,0.44,buruk
0,0,8.5,0,170,28.5,0,0.48,buruk
