0,0,8.5,0,150,24.3,0,0.17
0,0,8.5,0,170,29.4,0,0.29
0,0,8.3,0,170,25.6,0,0.25
0,0,8.5,0,160,24.3,0,0.17
0,0,8.5,0,150,24,0,0.38
0,0,8.5,0,180,29.5,0,0.28
0,0,8.5,0,180,29.2,0,0.26
0,0,6.6,0,190,27.4,0,0.23
0,0,6.7,0,190,27.3,0,0.25
0,0,7.1,0,250,26.3,0,0.38
0,0,7,0,170,26.5,0,0.48
0,0,6.4,0,190,26.8,0,0.6
0,0,6.7,0,190,27.4,0,0.45
0,0,6.6,0,180,26.6,0,0.37
0,0,6.6,0,170,26.9,0,0.37
0,0,7.6,0,170,27.2,0,0.31
0,0,6.7,0,180,27,0,0.47
0,0,6.7,0,180,26.9,0,0.5
0,0,7.2,0,180,27.5,0,0.25
0,0,7,0,170,27.4,0,0.19
0,0,7,0,170,27.4,0,0.19
0,0,7,0,170,27.8,0,0.31
0,0,7.5,0,180,30.2,0,0.22
0,0,6.4,0,170,26.8,0,0.19
0,0,6.9,0,170,27,0,0.33
0,0,7.1,0,170,27,0,0.45
0,0,7.8,0,170,26.9,0,0.32
0,0,7.8,0,170,26.8,0,0.3
0,0,7.8,0,170,26.9,0,0.26
0,0,7,0,190,29.2,0,0.3
0,0,7.2,0,200,29.7,0,0.26
0,0,7.2,0,200,29.7,0,0.42
0,0,7.1,0,200,29.6,0,0.37
0,0,7.4,0,200,29.2,0,0.41
0,0,7.2,0,170,29.1,0,0.3
0,0,6.8,0,170,27.6,0,0.35
0,0,7.4,0,170,27.6,0,0.91
0,0,7.3,0,180,27.6,0,0.32
0,0,7.5,0,170,27.5,0,0.25
0,0,7.5,0,170,27.5,0,0.23
0,0,7.1,0,190,27.7,0,0.25
0,0,7.4,0,180,28.1,0,0.25
0,0,7.4,0,170,28.2,0,0.24
0,0,7,0,180,28.4,0,0.34
0,0,7.9,0,160,28.1,0,0.36
0,0,6.6,0,170,28,0,1
0,0,6.5,0,180,28,0,1.02
0,0,6.7,0,170,28,0,0.76
0,0,6.5,0,170,28,0,0.47
0,0,6.5,0,170,28,0,0.4
0,0,6.8,0,170,28,0,0.71
0,0,6.6,0,170,28,0,0.45
0,0,6.5,0,170,28.1,0,0.71
0,0,6.5,0,160,30,0,0.63
0,0,7,0,180,28.3,0,0.2
0,0,7.3,0,360,25.7,0,0.42
0,0,7.1,0,200,25.9,0,0.42
0,0,7.4,0,190,25.8,0,0.37
0,0,6.9,0,190,25.9,0,0.31
0,0,6.8,0,270,26.3,0,0.54
0,0,7.2,0,180,26.7,0,0.27
0,0,7.8,0,180,27,0,0.18
0,0,7.7,0,180,26.6,0,0.2
0,0,7.8,0,170,26.6,0,0.22
1,0,7,1,200,27.2,2,0.15
0,0,6.2,0,320,27.2,0,1.99
0,0,6.4,0,200,27.6,0,0.41
0,0,6.3,0,190,27.8,0,0.49
0,0,6.2,0,190,28.2,0,0.45
0,0,6.5,0,190,27.4,0,0.44
0,0,6,0,350,27.5,0,0.42
0,0,6,0,180,27.7,0,0.51
0,0,5.8,0,170,27.8,0,0.6
0,0,5.7,0,180,27.9,0,0.45
0,0,6,0,180,28,0,0.46
0,0,6.1,0,180,28.2,0,0.44
0,0,7.1,0,170,26.8,0,0.35
0,0,7.4,0,170,26.6,0,0.4
0,0,7.4,0,170,26.7,0,0.42
0,0,7.4,0,170,27,0,0.34
0,0,7.2,0,180,28.9,0,0.35
0,0,7.1,0,200,25.5,0,0.4
0,0,7.4,0,180,28.2,0,0.41
0,0,7.1,0,180,28.7,0,0.59
0,0,8.4,0,160,28.5,0,0.66
0,0,8.5,0,170,28.5,0,0.48
0,0,7.4,0,170,28.5,0,0.44
0,0,7.2,0,190,27.3,0,0.4
0,0,6.9,0,160,27.6,0,0.94
0,0,7,0,180,27.8,0,0.73
0,0,7,0,180,28,0,0.87
0,0,6.9,0,170,27.8,0,0.48
0,0,7.2,0,170,28,0.1,0.74
0,0,7.2,0,260,27.7,0,0.73
0,0,6.9,0,160,27.8,0,0.83
0,0,7.3,0,170,27.8,0,0.35
0,0,7.2,0,180,28,0,0.44
0,0,7.2,0,170,28,0,0.79
0,0,7.2,0,170,27.9,0,0.5
0,0,7.2,0,180,27.8,0,0.54
0,0,7.3,0,210,27.5,0.03,0.6
0,0,7.2,0,170,27.9,0,0.56
0,0,7.1,0,170,27.9,0,0.57
0,0,7.4,0,170,27.9,0,0.45
0,0,6.9,0,160,28,0,0.59
0,0,7.2,0,170,27.9,0,0.4
0,0,7.1,0,170,27.7,0,0.29
0,0,7.2,0,170,27.5,0,0.32
0,0,7.1,0,170,27.5,0.16,0.37
0,0,7,0,170,27.6,0,0.33
0,0,7.2,0,170,27.5,0.07,1.62
0,0,7.7,0,200,28.3,0,0.46
0,0,7.7,0,190,28.1,0,0.39
0,0,7.3,0,190,28.5,0,0.35
0,0,7.3,0,170,28.8,0,0.47
0,0,7.2,0,170,28.5,0,0.66
0,0,7.3,0,170,28.5,0,0.42
0,0,7.8,0,220,27.4,0,0.34
0,0,7.5,0,170,27.7,0,0.5
0,0,7.2,0,170,27.7,0,0.35
0,0,7.1,0,170,27.9,0,0.32
0,0,7.3,0,170,28.1,0,0.4
