0,0,6.7,0,180,27.2,0,0.14
0,0,7.3,0,180,27.1,0,0.2
0,0,7.5,0,180,27.5,0,0.16
0,0,7.6,0,180,27.9,0,0.29
0,0,7.9,0,170,27.9,0,0.15
0,0,7.7,0,190,27.7,0,0.24
0,0,8.3,0,180,28.9,0,0.38
0,0,9.1,0,180,30.4,0,0.59
0,0,7.7,0,170,29.2,0,0.28
0,0,7.4,0,170,28.6,0,0.44
0,0,7.5,0,170,28.9,0,0.27
0,0,8.2,0,170,26.2,0,0.31
0,0,7.9,0,180,26.2,0,0.29
0,0,7.7,0,170,26.3,0,0.23
0,0,8,0,160,26.8,0,0.26
0,0,7.9,0,160,26.9,0,0.24
0,0,8.4,0,170,27.7,0,0.26
0,0,8.6,0,170,27.9,0,0.18
0,0,8.6,0,170,27.7,0,0.38
0,0,8.3,0,170,27.4,0,0.21
0,0,8.9,0,170,27.9,0,0.52
0,0,8.8,0,160,27.8,0,0.24
0,0,6.8,0,170,27.5,0,0.3
0,0,7.4,0,170,28,0,0.26
0,0,8,0,160,27.9,0,0.36
0,0,8,0,180,28.3,0,0.25
0,0,8.5,0,170,28.5,0,0.2
0,0,8.2,0,170,27.8,0,0.29
0,0,8.5,0,170,27.3,0,0.42
0,0,8.3,0,170,28.5,0,0.23
0,0,8.2,0,170,28.5,0,0.32
0,0,8.7,0,170,29,0,0.25
0,0,7.4,0,170,23.7,0,0.29
0,0,7.1,0,210,26.8,0,0.34
0,0,6.6,0,200,27.5,0,0.24
0,0,6.6,0,190,28.8,0,0.16
0,0,6.8,0,160,25.4,0,0.26
0,0,7.4,0,210,29.2,0,0.23
0,0,6.9,0,180,27.3,0,0.24
0,0,6.8,0,170,27,0,0.26
0,0,7.2,0,180,29.4,0,0.53
0,0,6.9,0,170,27.7,0,0.5
0,0,6.5,0,170,27.1,0,0.47
0,0,7.2,0,170,26.7,0,0.22
0,0,7,0,170,26.7,0,0.25
0,0,6.2,0,180,31.3,0,0.26
0,1,7,1,280,27.1,0,0.25
0,0,7,0,280,27.1,0,0.25
0,0,7.6,0,190,28.4,0,0.23
0,0,7.4,0,180,26.3,0,0.46
0,0,7.9,0,170,26.7,0,0.32
0,0,7.8,0,180,28.7,0,0.45
0,0,7.9,0,150,27.5,0,0.25
0,0,7.7,0,170,27.4,0,0.23
0,0,7.6,0,180,30.1,0,0.37
0,0,7.6,0,160,27.4,0,0.23
0,0,7.5,0,160,26.8,0,0.4
0,0,7.4,0,160,26.7,0,0.27
1,1,7.4,1,190,26.7,0,0.27
0,0,6.6,0,190,27.9,0,0.37
0,0,6.5,0,180,28.9,0,0.27
0,0,6.5,0,170,28.1,0,0.23
0,0,8.1,0,180,27.5,0,0.18
0,0,8.2,0,180,28.3,0,0.16
0,0,8.1,0,180,30.3,0,0.35
0,0,7.9,0,170,26.9,0,0.22
0,0,7.8,0,170,26.9,0,0.21
0,0,7.9,0,170,26.9,0,0.21
0,0,7.9,0,170,26.9,0,0.31
0,0,8.1,0,170,26.9,0,0.31
0,0,7.9,0,170,28,0,0.3
0,0,8.5,0,180,28,0,0.3
0,0,8.3,0,170,27.8,0,0.23
1,1,8,1,170,27,0,0.2
1,1,8.9,1,180,28,1,0.3
0,0,7.9,0,180,27.6,0,0.47
0,0,7.7,0,170,27.9,0,0.38
0,0,7.6,0,170,27.8,0,0.33
0,0,7.7,0,170,28.2,0,0.37
0,0,7.9,0,170,28.6,0,0.5
0,0,7.8,0,170,28.7,0,0.45
0,0,8,0,180,27.5,0,0.26
0,0,8,0,170,28.2,0,0.36
0,0,9.3,0,160,28.2,0,0.35
0,0,8.5,0,180,28.3,0,0.27
0,0,9,0,170,28.1,0,0.21
0,0,6.9,0,180,28,0,0
0,0,6.7,0,160,27.7,0,0
0,0,8.4,0,170,26.8,0,0.24
0,0,9.3,0,170,27.1,0,0.21
0,0,8.9,0,170,27.3,0,0.23
0,0,8.7,0,170,26.9,0,0.29
0,0,8.6,0,170,27,0,0.25
0,0,7.5,0,210,29.6,0,0.3
0,0,7.6,0,180,29.5,0,0.33
0,0,7.4,0,180,29.3,0,0.31
0,0,7.2,0,180,28,0,0.23
0,0,7.3,0,210,29.3,0,0.2
0,0,7.1,0,180,29.2,0,0.33
0,0,7,0,180,29.3,0,0.4
0,0,7,0,170,29.1,0,0.3
0,0,7.2,0,190,31,0,0.3
0,0,6.6,0,180,29,0,0.2
0,0,7.4,0,200,32.4,0,0.34
0,0,7.2,0,190,32.7,0,0.27
0,0,7.9,0,160,30.5,0,0.24
0,0,7.5,0,180,31.2,0,0.19
0,0,8.4,0,170,33.9,0,0.33
0,0,8.4,0,170,32.4,0,0.22
0,0,7.4,0,180,34,0,0.3
0,0,7.9,0,160,34.4,0,0.32
0,0,7.2,0,160,37.7,0,0.48
0,0,7.9,0,160,25.6,0,0.3
0,0,8.1,0,180,27.6,0,0.2
0,0,8.2,0,170,26.9,0,0.48
0,0,8.4,0,170,27.3,0,0.34
0,0,8.3,0,170,27.8,0,0.18
0,0,8,0,160,27.6,0,0.3
0,0,8.1,0,170,28.2,0,0.21
0,0,8.1,0,0,0,0,0
0,0,8,0,170,28.3,0,0.18
0,0,8.1,0,180,28.6,0,0.16
0,0,8.3,0,180,29.4,0,0.25
0,0,8.4,0,180,27.5,0,0.39
0,0,8.5,0,170,27.5,0,0.19
0,0,8.5,0,170,27.5,0,0.19
0,0,8.4,0,180,28.3,0,0.38
0,0,7.9,0,170,28.2,0,0.28
0,0,8.3,0,170,27.7,0,0.39
0,0,8.3,0,180,28.1,0,0.29
0,0,8.1,0,170,29.7,0,0.4
0,0,8.7,0,170,29.4,0,0.26
0,0,8.3,0,170,29.2,0,0.55
0,0,8.4,0,170,29.6,0,0.27
0,0,8.5,0,160,29.2,0,0.4
0,0,8.8,0,170,28.3,0,0.28
0,0,8.8,0,170,27.9,0,0.3
0,0,8.7,0,170,28.2,0,0.4
0,0,8.7,0,170,28.1,0,0.32
0,0,8.6,0,170,28.4,0,0.43
0,0,8.7,0,170,28.2,0,0.28
0,0,7.3,0,180,33.3,0,0.21
0,0,7.6,0,170,33.2,0,0.22
0,0,7.7,0,170,33.3,0,0.2
0,0,7.7,0,170,33.3,0,0.2
0,0,8.3,0,160,33.2,0,0.33
0,0,7.2,0,170,34.1,0,0.53
0,0,7.8,0,170,33.8,0,0.22
0,0,7.3,0,170,34,0,0.45
0,0,7.1,0,170,34.1,0,0.26
0,0,7.3,0,180,34.8,0,0.32
0,0,8.3,0,170,25.6,0,0.25
